,High,Low,Open,Close,Volume,Adj Close,returns,Date
0,14.73214340209961,14.60714340209961,14.621429443359375,14.686785697937012,302220800.0,12.540047645568848,1.5382874960859105,2012-01-03
1,14.8100004196167,14.617142677307129,14.64285659790039,14.765713691711426,260022000.0,12.607437133789062,0.5373941959784245,2012-01-04
2,14.948213577270508,14.738213539123535,14.819643020629883,14.929642677307129,271269600.0,12.747406005859375,1.1102087647550718,2012-01-05
3,15.098214149475098,14.972143173217773,14.991786003112793,15.085714340209961,318292800.0,12.88066291809082,1.0453649328356907,2012-01-06
4,15.276785850524902,15.048213958740234,15.196429252624512,15.061785697937012,394024400.0,12.860233306884766,-0.15860683053324776,2012-01-09
5,15.214285850524902,15.053570747375488,15.211071014404297,15.115714073181152,258196400.0,12.906277656555176,0.3580366589909456,2012-01-10
6,15.101785659790039,14.975357055664062,15.09571361541748,15.091071128845215,215084800.0,12.885237693786621,-0.16302115395656624,2012-01-11
7,15.103570938110352,14.95535659790039,15.081428527832031,15.049642562866211,212587200.0,12.849865913391113,-0.2745139921832007,2012-01-12
8,15.016071319580078,14.952142715454102,14.989286422729492,14.993213653564453,226021600.0,12.801684379577637,-0.37495748312257327,2012-01-13
9,15.213929176330566,15.105713844299316,15.149999618530273,15.16785717010498,242897200.0,12.950800895690918,1.16481950102727,2012-01-17
10,15.338213920593262,15.225000381469727,15.248571395874023,15.325357437133789,276791200.0,13.08527946472168,1.0383803296327931,2012-01-18
11,15.406070709228516,15.232500076293945,15.362500190734863,15.276785850524902,261738400.0,13.043807983398438,-0.3169323317476769,2012-01-19
12,15.26785659790039,14.991070747375488,15.267499923706055,15.010713577270508,413974400.0,12.816628456115723,-1.7416656820758103,2012-01-20
13,15.301786422729492,15.08214282989502,15.095356941223145,15.264642715454102,306062400.0,13.033438682556152,1.6916322977044151,2012-01-23
14,15.182143211364746,14.983928680419922,15.182143211364746,15.014642715454102,547638000.0,12.819981575012207,-1.6377650805971422,2012-01-24
15,16.230356216430664,15.84749984741211,16.229999542236328,15.952142715454102,958314000.0,13.620447158813477,6.24389028266219,2012-01-25
16,16.028213500976562,15.82642936706543,16.01285743713379,15.879643440246582,323985200.0,13.558547019958496,-0.4544648067220436,2012-01-26
17,16.01714324951172,15.848929405212402,15.869285583496094,15.974286079406738,299709200.0,13.639352798461914,0.5959766808675715,2012-01-27
18,16.21071434020996,15.90678596496582,15.918213844299316,16.17892837524414,379341200.0,13.81408405303955,1.2810817137697494,2012-01-30
19,16.365713119506836,16.18107032775879,16.27107048034668,16.3028564453125,391683600.0,13.919897079467773,0.7659793151826078,2012-01-31
20,16.392499923706055,16.269643783569336,16.37178611755371,16.292499542236328,270046000.0,13.911057472229004,-0.06350339509196834,2012-02-01
21,16.327499389648438,16.213571548461914,16.282142639160156,16.25428581237793,186796400.0,13.878429412841797,-0.23454765715937853,2012-02-02
22,16.428571701049805,16.270000457763672,16.332143783569336,16.417142868041992,286599600.0,14.017483711242676,1.0019454958801743,2012-02-03
23,16.606428146362305,16.364286422729492,16.37071418762207,16.570356369018555,249412800.0,14.148298263549805,0.9332242148582637,2012-02-06
24,16.77678680419922,16.59214210510254,16.616071701049805,16.743928909301758,316223600.0,14.296500205993652,1.0474895261832318,2012-02-07
25,17.028213500976562,16.774999618530273,16.803571701049805,17.0242862701416,407890000.0,14.535879135131836,1.674388316644282,2012-02-08
26,17.741071701049805,17.162857055664062,17.170000076293945,17.61321449279785,884214800.0,15.038722038269043,3.4593222636385645,2012-02-09
27,17.77214241027832,17.448213577270508,17.534286499023438,17.622142791748047,631302000.0,15.046347618103027,0.050706302135106185,2012-02-10
28,17.993928909301758,17.75321388244629,17.840356826782227,17.950000762939453,517216000.0,15.326290130615234,1.8605346600885087,2012-02-13
29,18.198570251464844,17.928571701049805,18.023571014404297,18.19499969482422,460398400.0,15.535466194152832,1.364818633569742,2012-02-14
30,18.796070098876953,17.746070861816406,18.36642837524414,17.773929595947266,1506120000.0,15.175945281982422,-2.3141945512116346,2012-02-15
31,18.03178596496582,17.379642486572266,17.553571701049805,17.936071395874023,944552000.0,15.314393043518066,0.9122842693694677,2012-02-16
32,18.1346435546875,17.867856979370117,17.96821403503418,17.932857513427734,535805200.0,15.311643600463867,-0.01795332695448959,2012-02-17
33,18.387500762939453,18.00428581237793,18.10285758972168,18.387500762939453,605595200.0,15.699834823608398,2.535268148043701,2012-02-21
34,18.410356521606445,18.18107032775879,18.32428550720215,18.322856903076172,483302400.0,15.644639015197754,-0.3515693574536516,2012-02-22
35,18.493928909301758,18.196428298950195,18.395713806152344,18.4424991607666,568027600.0,15.746797561645508,0.6529939511452643,2012-02-23
36,18.674999237060547,18.522857666015625,18.559642791748047,18.657499313354492,415072000.0,15.93037223815918,1.1657905411879055,2012-02-24
37,18.875,18.43857192993164,18.618213653564453,18.777143478393555,547582000.0,16.03252410888672,0.6412396973552559,2012-02-27
38,19.12178611755371,18.780357360839844,18.855714797973633,19.12178611755371,600387200.0,16.326797485351562,1.835477523478235,2012-02-28
39,19.5575008392334,19.132143020629883,19.341428756713867,19.37285614013672,952011200.0,16.54116439819336,1.3129758792814528,2012-02-29
40,19.578929901123047,19.241785049438477,19.577499389648438,19.445356369018555,683270000.0,16.603063583374023,0.3742129858006038,2012-03-01
41,19.5285701751709,19.375713348388672,19.437143325805664,19.470714569091797,431712400.0,16.624719619750977,0.13043397845347027,2012-03-02
42,19.5528564453125,18.78571319580078,19.479286193847656,19.04142951965332,809124400.0,16.25818634033203,-2.2047486381874704,2012-03-05
43,19.06035614013672,18.43642807006836,18.7021427154541,18.937856674194336,810238800.0,16.16973876953125,-0.5440186804930858,2012-03-06
44,19.20642852783203,18.689285278320312,19.171428680419922,18.953214645385742,798520800.0,16.182861328125,0.08115504388035433,2012-03-07
45,19.392499923706055,19.00428581237793,19.096071243286133,19.356786727905273,516457200.0,16.52744483947754,2.1293114015237258,2012-03-08
46,19.562143325805664,19.396785736083984,19.436071395874023,19.47035789489746,418919200.0,16.624414443969727,0.5867186696673521,2012-03-09
47,19.71428680419922,19.53571319580078,19.606428146362305,19.71428680419922,407282400.0,16.83268928527832,1.2528251266265888,2012-03-12
48,20.292142868041992,19.84821319580078,19.91214370727539,20.28928565979004,690855200.0,17.323640823364258,2.9166553826625696,2012-03-13
49,21.239999771118164,20.549999237060547,20.644643783569336,21.056428909301758,1418844000.0,17.97865104675293,3.7810194177269274,2012-03-14
50,21.42892837524414,20.662500381469727,21.414642333984375,20.912857055664062,1159718000.0,17.856061935424805,-0.6818593397765804,2012-03-15
51,21.042856216430664,20.64285659790039,20.882856369018555,20.9132137298584,825487600.0,17.856367111206055,0.0017090878288383848,2012-03-16
52,21.491785049438477,21.037500381469727,21.370357513427734,21.467857360839844,901236000.0,18.329936981201172,2.6521064841790842,2012-03-19
53,21.674999237060547,21.124286651611328,21.41107177734375,21.641429901123047,816662000.0,18.47814178466797,0.8085396235611331,2012-03-20
54,21.77321434020996,21.47892951965332,21.52642822265625,21.51785659790039,644042000.0,18.372631072998047,-0.5710028253894439,2012-03-21
55,21.58928680419922,21.26892852783203,21.349285125732422,21.405000686645508,623870800.0,18.276268005371094,-0.5244924760317904,2012-03-22
56,21.492856979370117,21.22857093811035,21.44607162475586,21.287500381469727,430488800.0,18.175954818725586,-0.5488712827806386,2012-03-23
57,21.683929443359375,21.259286880493164,21.421070098876953,21.6778564453125,595742000.0,18.50925064086914,1.833718368402737,2012-03-26
58,22.010000228881836,21.645000457763672,21.6492862701416,21.945714950561523,607129600.0,18.73795509338379,1.235622429844141,2012-03-27
59,22.194643020629883,21.796785354614258,22.084999084472656,22.057857513427734,655460400.0,18.83370018005371,0.5109687059914547,2012-03-28
60,22.020000457763672,21.686786651611328,21.885000228881836,21.78071403503418,608238400.0,18.597068786621094,-1.2564254032419342,2012-03-29
61,21.805713653564453,21.354999542236328,21.741785049438477,21.412500381469727,731038000.0,18.282676696777344,-1.6905464697206884,2012-03-30
62,22.098928451538086,21.442142486572266,21.493928909301758,22.093929290771484,598351600.0,18.8644962310791,3.182354224993289,2012-04-02
63,22.578929901123047,22.232500076293945,22.4035701751709,22.4757137298584,834559600.0,19.19048309326172,1.7280443547999846,2012-04-03
64,22.352142333984375,22.03571319580078,22.298213958740234,22.296785354614258,572980800.0,19.037702560424805,-0.7961265596829081,2012-04-04
65,22.66642951965332,22.264286041259766,22.39214324951172,22.63142967224121,641298000.0,19.323440551757812,1.5009058494641847,2012-04-05
66,22.851428985595703,22.332143783569336,22.361785888671875,22.72249984741211,597536800.0,19.401193618774414,0.4023769307972769,2012-04-09
67,23.0,22.35714340209961,22.854642868041992,22.444286346435547,889725200.0,19.163650512695312,-1.2243736686862072,2012-04-10
68,22.745357513427734,22.262142181396484,22.7214298248291,22.364286422729492,696614800.0,19.095346450805664,-0.3564251072330826,2012-04-11
69,22.547500610351562,22.16071319580078,22.321428298950195,22.241785049438477,614336800.0,18.990745544433594,-0.5477821868356658,2012-04-12
70,22.310714721679688,21.55392837524414,22.289642333984375,21.6153564453125,859644800.0,18.455883026123047,-2.8164377067719792,2012-04-13
71,21.795713424682617,20.65178680419922,21.787857055664062,20.718929290771484,1050786800.0,17.69048309326172,-4.147186735947317,2012-04-16
72,21.78571319580078,20.425357818603516,20.676429748535156,21.774999618530273,1025528000.0,18.592187881469727,5.097117944458307,2012-04-17
73,22.15178680419922,21.52535629272461,21.91857147216797,21.726428985595703,954531200.0,18.55072021484375,-0.22303812165810344,2012-04-18
74,21.59749984741211,20.875713348388672,21.43642807006836,20.979999542236328,834719200.0,17.913393020629883,-3.4355927254182683,2012-04-19
75,21.23642921447754,20.372142791748047,21.12071418762207,20.463571548461914,1030985200.0,17.47244644165039,-2.4615469468663886,2012-04-20
